Topic,Words,Frequency,Timestamp
146,"mirnas, exosomal, ev, cp, evs",8,2021.0
147,"gc, magea3, ebfs, cs2, genes",9,2021.0
148,"pscs, psc, stellate, fibrosis, hgfcmet",15,2021.0
149,"t1d, islet, diabetes, islets, autoimmune",9,2021.0
150,"cldn3, cldn4, oncoleaking, cldn182, claudin4",3,2021.0
151,"eusbd, biliary, ercp, drainage, obstruction",4,2021.0
152,"hifu, highintensity, ultrasound, focused, ablation",13,2021.0
153,"tf, coagulation, platelets, thrombosis, platelet",13,2021.0
154,"pylorii, ih, pylori, helicobacter, eradication",6,2021.0
155,"hydrogels, stiffness, cryogels, spheroids, brillouin",5,2021.0
156,"care, palliative, spc, eol, admittance",7,2021.0
157,"circhmgcs1016, circantxr1, circslc7a11, hsacirc0016788, parp14",4,2021.0
158,"panniculitis, polyarthritis, skin, ppp, syndrome",9,2021.0
159,"cct3833, kras, krasmutant, caax, prenyltransferases",3,2021.0
160,"hypoxia, hif1, fut11, ron, ref1",11,2021.0
161,"men1, endocrine, parathyroid, pituitary, neoplasia",10,2021.0
162,"nrg1, fusions, fusion, ros1, fusionpositive",7,2021.0
163,"goo, eusge, outlet, stent, gastrojejunostomy",6,2021.0
164,"intraductal, ipmn, papillary, ipmns, mucinous",8,2021.0
165,"semaglutide, glp1, mace, glp1ra, agonists",3,2021.0
166,"pacc, acinar, acc, acpc, carcinoma",11,2021.0
167,"vaccine, vaccination, neoantigen, vaccines, polyepitope",9,2021.0
168,"compounds, gper, sf3b1, docking, mcl1",6,2021.0
169,"senescence, cfb, senescent, senolytics, ois",5,2021.0
170,"ipnb, bile, papillary, intraductal, duct",7,2021.0
171,"her2, hsub2submab41, her2neg, antiher2, dher2overexpressed",2,2021.0
172,"immunotherapy, evofosfamide, ipilimumab, antipd1pdl1, malignancies",7,2021.0
173,"sma, mesenteric, artery, superior, smv",10,2021.0
174,"radiomics, clinicalradiomics, 0247, model, training",4,2021.0
175,"thyroid, ptc, levothyroxine, dtc, rai",8,2021.0
176,"mesothelin, msln, a1pe24x7, hpn536, amatuximab",8,2021.0
177,"genes, paad, acidosisrelated, prognostic, signature",9,2021.0
178,"complexes, ruii, complex, ruthenium, b1b",9,2021.0
179,"giant, osteoclastlike, undifferentiated, ucogc, pleomorphic",7,2021.0
180,"mir132, mir802, mir3613p, mir146a, mir1246",12,2021.0
181,"p53, mutp53, mutant, klotho, tp53",14,2021.0
182,"eusfna, eusta, ngs, ultrasoundguided, adequacy",8,2021.0
183,"signature, genes, cox, set, gene",10,2021.0
184,"variants, ibrca2i, pathogenic, ibrca1i, breast",8,2021.0
185,"aib1, cmtm3, ifit1, trpm2, nudcd1",8,2021.0
186,"genomic, cgm, cgp, profiling, testing",6,2021.0
187,"gadoxetic, acidenhanced, eobmri, mri, rhui",10,2021.0
188,"eusfna, pnets, eusfnb, pannens, grading",6,2021.0
189,"sigmoid, colon, breast, metastases, metastasis",6,2021.0
190,"obesity, weight, bmi, ebw, adulthood",10,2021.0
191,"melanoma, cdkn2a, families, melanomas, icdkn2ai",11,2021.0
192,"notch, dclk1, notch1, eogt, notch3",15,2021.0
193,"vista, tils, tumorinfiltrating, cd200r, foxp3treg",9,2021.0
194,"pulmonary, metastases, lung, ipn, metastasectomy",8,2021.0
195,"gallbladder, pbm, maljunction, pancreaticobiliary, duct",8,2021.0
196,"sarscov2, ace2, covid19, infection, coronavirus",14,2021.0
197,"cachexia, exercise, lowcertainty, weight, md",6,2021.0
198,"pve, alpps, flr, hypertrophy, embolization",7,2021.0
199,"ramps, pancreatosplenectomy, antegrade, modular, lramps",8,2021.0
200,"telomerase, htert, telomere, ltl, telomeres",9,2021.0
201,"retraction, retracted, editor, article, wiley",5,2021.0
202,"octogenarians, elderly, pd, 80, 70years",9,2021.0
203,"dm, glucose, fbg, diabetes, dp",7,2021.0
204,"necrosectomy, success, lams, won, eusd",5,2021.0
205,"recurrence, bclc, noncurative, extrahepatic, hcc",8,2021.0
206,"adc, dwi, diffusion, ivim, diffusionweighted",11,2021.0
207,"engraftment, pdx, ot, gpc3supsupki67supsup, xdo",5,2021.0
208,"mmp28, ang, matrix, mmp2, mt1mmp",11,2021.0
209,"ecm, matrix, stiffness, ecm1a, x2",6,2021.0
210,"sarscov2, covid19, hcws, vzv, nigg",8,2021.0
211,"wnt, wntcatenin, catenin, wnt4, porcupine",10,2021.0
212,"acth, adrenocorticotropic, ectopic, eas, cushing",9,2021.0
213,"invipmn, invasive, adjuvant, ipmn, intraductal",5,2021.0
214,"mcn, cystic, uesl, cysts, ovarianlike",9,2021.0
215,"pannen, pnets, ct, nonhypervascular, pannens",12,2021.0
216,"keloids, mbc, erpr, bcss, dlnm",12,2021.0
217,"spinal, mscc, brain, intramedullary, metastases",7,2021.0
218,"stricture, biliary, brush, strictures, cytology",9,2021.0
219,"olaparib, germline, ddrgas, parp, maintenance",11,2021.0
220,"debtace, ctace, chemoembolization, pvtt, transarterial",7,2021.0
221,"microbubble, microbubbles, ultrasound, mb, sonoporation",6,2021.0
222,"elderly, older, aya, age, younger",11,2021.0
223,"dge, nasogastric, pyloromyotomy, emptying, retrocolic",4,2021.0
224,"ilc2s, lps, rintatolimod, il33, tolllike",7,2021.0
225,"cbd, cannabis, cannabinoids, marijuana, marijuanausers",3,2021.0
226,"fp, fat, fatty, nafpd, steatosis",3,2021.0
228,"electric, nspef, pulsed, ttfields, thermal",6,2021.0
229,"stat3, shp1, trienomycin, aenps, egfr",8,2021.0
230,"correction, icancersi, doi, i13i, corrects",5,2021.0
231,"papillectomy, esge, ampullary, recommends, recommendation",2,2021.0
232,"3d, planning, threedimensional, reconstruction, shape",6,2021.0
233,"testing, genetic, counselors, gcmgt, germline",7,2021.0
234,"hif1aas1, hnrnp, dicer, gem, mirna3662",8,2021.0
235,"opioid, nal, idds, opioids, mor",5,2021.0
236,"conut, nutritional, pni, ipi, score",6,2021.0
237,"ln, haln, lymph, node, lnr",5,2021.0
238,"hedgehog, hh, shh, smo, gli1",8,2021.0
239,"diabetics, newonset, endpac, diabetes, nod",3,2021.0
240,"cannulation, pep, ercp, nkf, retrograde",5,2021.0
241,"rg, rdg, lg, gastrectomy, ldg",5,2021.0
242,"copper, pmt1fegfp, cu, ctr1, tfnas",2,2021.0
243,"ampullary, ac, tda, pbac, cisub95sub",6,2021.0
244,"dect, ct, pvp, kev, protocol",5,2021.0
245,"targeted, repurposing, agents, latest, therapies",9,2021.0
246,"tacrolimus, ins1, adle, insulin, elf4",7,2021.0
247,"divestment, arterial, venous, vascular, debranching",6,2021.0
248,"ectopic, heterotopic, ppsrcc, signet, hp",6,2021.0
249,"aspirin, statin, statins, use, nonexposure",5,2021.0
250,"tls, il35, lymphoid, tlss, germinal",5,2021.0
251,"ieif2s2i, drd1, rbp4, hcc, ect2",8,2021.0
252,"ici, lipase, irae, icipi, icisassociated",4,2021.0
253,"pivkaii, afp, spink1, hbvrelated, hcc",6,2021.0
254,"rrps, rlr, llls, lrps, 3dllr",3,2021.0
255,"apb, hepatic, anatomic, lobe, right",4,2021.0
256,"rfa, ablation, radiofrequency, chrt, lapc",5,2021.0
257,"ibrca1brca2atmpalb2i, eus, carriers, surveillance, history",2,2021.0
258,"cd40, anticd40, agonistic, hepatotoxicity, dendritic",4,2021.0
259,"raman, spectroscopy, cnn, retinoids, preresonance",2,2021.0
260,"satb2, nets, nontumour, islet1, ihc",3,2021.0
261,"frailty, mfi, mfi5, frail, cfs",5,2021.0
262,"icc, icca, pnialbi, nomogram, intrahepatic",6,2021.0
263,"cacs, sdm, sensemaking, mdt, enablers",3,2021.0
264,"gard, eopc, lateonset, radiotherapy, earlyonset",6,2021.0
265,"sup64supcuncab001, sup68supgapentixafor, ncab001, pet, sup68supganotanb109",8,2021.0
266,"curcumin, bprdp056, cur, turmeric, sestrin2",8,2021.0
267,"rfa, ablation, srfa, rhr, prfa",6,2021.0
268,"autophagyrelated, args, atic, autophagy, signature",7,2021.0
269,"varices, sv, sph, portal, ligation",3,2021.0
270,"spink1, kazal, serine, spink1s, spink1mediated",3,2021.0
271,"macropinocytosis, mtorc1, arfgap1, amino, gal3",5,2021.0
272,"liquid, biopsies, biopsy, circulating, early",6,2021.0
273,"lung, cannonball, pulmonary, smallcell, sclc",10,2021.0
274,"gastrinoma, zes, men1related, sporadic, gastrinomas",5,2021.0
275,"deuterium, hyperpolarized, sup2sup, sup13supc, ddw",7,2021.0
276,"pcls, eusttnb, throughtheneedle, ttnb, string",9,2021.0
277,"reports, nlp, language, curated, manually",1,2021.0
278,"gempred, subtyping, molecular, subtypediscordant, basallike",8,2021.0
279,"emt, ucogc, uc, epithelial, mesenchymal",7,2021.0
280,"aflibercept, gal1, necs, galectin1, nec",1,2021.0
281,"category, cytopathology, papanicolaou, bronchial, rom",3,2021.0
282,"ranitidine, ppis, ppi, pump, proton",6,2021.0
283,"hprnase1, gnrh, gonadotropinreleasing, peptide, gnrhr",2,2021.0
284,"polyamine, polyamines, prm1, dfmo, gw5074",6,2021.0
285,"periampullary, abt, transfusion, ir, blood",8,2021.0
286,"er, grp78, upr, stress, unfolded",8,2021.0
287,"cholesterol, endocrinerelated, hdl, ldl, sqle",2,2021.0
288,"sirna, sirnas, delivery, sibclxl, nonviral",7,2021.0
289,"cy, cytology, lavage, peritoneal, ppc",4,2021.0
290,"insulinoma, exendin, petct, localization, ehh",4,2021.0
291,"mscs, mscderived, exosomes, msc, stem",4,2021.0
292,"qol, life, qlqpan26, eortc, hrqol",6,2021.0
293,"tuberculosis, multifocal, immunocompetent, multimetastatic, genexpert",2,2021.0
294,"pasternak, mdt, dr, participation, enrollment",6,2021.0
295,"glycolysisrelated, signature, glycolysis, genes, metabolismrelated",8,2021.0
296,"psma, petct, 68gafapi, psmapetct, fdgpetct",6,2021.0
297,"aglr, gpr, gmwg, inflammationbased, nomogram",7,2021.0
298,"fluorescence, indocyanine, icg, green, icgfa",5,2021.0
299,"cyst, fluid, muc, cea, cysts",4,2021.0
300,"deprived, social, living, inequalities, contextual",1,2021.0
301,"ethanol, insulinoma, ablation, ultrasoundguided, hypoglycemia",1,2021.0
302,"egfr, fak, tyrosine, apratoxin, vs4718",4,2021.0
303,"melanoma, bladder, choroidal, urothelial, amelanotic",5,2021.0
304,"arhgap25, bcat1, pfkfb3, akip1, gc",5,2021.0
305,"islet, transplantation, islets, tpait, bla",3,2021.0
306,"tas102, oncogramme, bevacizumab, mcrc, pfs",3,2021.0
307,"ferroptosisrelated, signature, frgs, ferroptosis, coad",10,2021.0
308,"mwa, microwave, ablation, bcs, mwainduced",4,2021.0
310,"zoster, herpes, folfirinox, her, complete",4,2021.0
311,"splicing, clk1, sf3b1, pladienolideb, skipping",4,2021.0
312,"ifn, ifi27, ifi16, sup18supfflt, fpnac",6,2021.0
313,"icg, fluorescence, oi, indocyanine, green",8,2021.0
314,"circadian, clock, jetlag, rhythmic, clocks",3,2021.0
315,"il17, il17a, il17rb, rort, il17asupsup",6,2021.0
316,"pacscs, cscs, stem, enlist, pcscintrinsic",2,2021.0
317,"imdc, mucositis, ici, iraes, colitis",6,2021.0
318,"fbxo45, syvn1, ubiquitination, ubiquitin, e3",2,2021.0
319,"anamorelin, cachexia, japan, lean, weight",2,2021.0
320,"neuropathy, cipn, peripheral, mirogabalin, pregabalin",6,2021.0
321,"eras, recovery, wp, chf, readmission",6,2021.0
322,"hsp90, heat, hspa2, hsp70, hsp27",10,2021.0
323,"cux1, angptl4, krasg12d, kras, mutant",6,2021.0
324,"pembrolizumab, lmm, tmb, tmbhigh, megabase",3,2021.0
325,"hpd, hepatopancreatoduodenectomy, ecc, extrahepatic, bile",1,2021.0
327,"hbv, ptpn13, enpp2, bst2, hepatitis",6,2021.0
328,"systemic, pc, options, metastatic, therapies",7,2021.0
329,"dissection, d2, gastrectomy, lns, infrapyloric",5,2021.0
330,"sems, stent, selfexpandable, colonic, obstruction",5,2021.0
331,"appendiceal, completion, agccs, agcc, goblet",1,2021.0
332,"pdl1, manf, pd1, chk, programmed",5,2021.0
333,"spatial, spagcn, spot, dstg, st",3,2021.0
334,"interceedsupsup, sbo, colonoscopy, apbs, ad",2,2021.0
335,"graph, ml, dataset, drug, machine",2,2021.0
337,"meht, hyperthermia, cht, electrohyperthermia, ttfields",6,2021.0
338,"b7h3, hhla2, b7x, b7, git",4,2021.0
339,"cirt, carbon, cion, ion, irradiation",5,2021.0
340,"ldha, paad, lactate, ldhainduced, berberine",1,2021.0
341,"tsc, manifestations, tuberous, sclerosis, tosca",2,2021.0
342,"costeffectiveness, offlabel, mppp, costs, folfirinox",5,2021.0
343,"linc01133, exosomal, exosomes, spheroids, exosome",5,2021.0
344,"collagen, proc11511, xi, col11a1, c3mproc3",3,2021.0
345,"resveratrol, rsv, vegfb, paca, grape",4,2021.0
346,"gcsf, neutropenia, pegfilgrastim, fn, gcsfs",3,2021.0
347,"hrd, recombination, homologous, 24gps, ibrca12i",3,2021.0
348,"sumoylation, sumo, paf1pd2, pml, ubiquitinlike",4,2021.0
349,"betablockers, reninangiotensin, betablocker, ras, arbs",3,2021.0
350,"sirt5, imir373i, sirt1, sirt7, sirt6",4,2021.0
351,"bile, microbiota, cca, biliary, contaminated",3,2021.0
352,"ire, electroporation, irreversible, toripalimab, ox40",6,2021.0
353,"alk, protac, cdk9, b3, ldk378",2,2021.0
354,"itpn, tubulopapillary, intraductal, branch, duct",4,2021.0
355,"metals, cd, hg, 10m, mitochondrial",1,2021.0
356,"hydronephrosis, nivolumab, axl, utuc, renal",6,2021.0
357,"ki67, dia, labeling, index, pi",4,2021.0
358,"hypercalcemia, parathyroid, hypercalcaemia, pthrp, paraneoplastic",5,2021.0
359,"mvi, microvascular, nomogram, predictive, preoperatively",2,2021.0
360,"lymphadenectomy, extended, dissection, lymph, node",7,2021.0
361,"fpc, families, familial, kindreds, heritability",6,2021.0
362,"itgav, itgb6, pac, snps, integrin",3,2021.0
363,"psc, ibd, hcccca, eoc, spcs",5,2021.0
364,"impairments, ga, older, adults, fd",5,2021.0
365,"radiomic, radiomics, hyponfpnets, radscore, nfpnets",4,2021.0
366,"anxa1, ianxa1i, annexin, gege3, a1",3,2021.0
368,"lynch, syndrome, plsd, ls, paternal",3,2021.0
369,"rectal, larc, neoadjuvant, oxaliplatin, chemoradiotherapy",3,2021.0
370,"ascites, tunnelled, pleurx, catheter, ascitesassociated",1,2021.0
371,"vocs, volatile, voc, breath, exhaled",3,2021.0
372,"berberine, bbr, onivyde, lipbi, codelivery",2,2021.0
373,"belzutifan, vhl, mk6482, hippellindau, von",4,2021.0
374,"icis, 2402, 2376, nivolumab, rejection",2,2021.0
375,"pharmacology, cki, kd, network, targets",3,2021.0
376,"melatonin, stellate, hypoxia, subjected, gbcsd",4,2021.0
377,"aha, rrha, pea, artery, hepatic",3,2021.0
378,"insured, medicare, commercially, cost, costs",1,2021.0
379,"lamc2, lmnb2, lm332, tnbc, laminin",4,2021.0
380,"cxcr4, cxcr2supsup, cxcr2, c19, chemokine",3,2021.0
381,"cap, grading, criterion, trs, rns",6,2021.0
382,"nivolumab, gastric, trastuzumab, sox, head",3,2021.0
383,"adam8, adam12, propofol, adam10, disintegrin",4,2021.0
384,"exoepha2, epha2, 135h12, 135h11, agonistic",2,2021.0
385,"nacrt, cd204, ginseng, folfirinox, nest",5,2021.0
386,"endocarditis, nonbacterial, nbte, thrombotic, stroke",4,2021.0
387,"nanog, corrigendum, corrects, doi, ctc",7,2021.0
388,"osteopenia, mineral, osteosarcopenia, p001, sarcopenia",1,2021.0
389,"palnm, lnm, lns, icc, ihcc",4,2021.0
390,"ha, vcn01, kiaa1199, hyaluronan, hyaluronidase",4,2021.0
392,"ido1, kynurenine, tryptophan, tdo, onecarbon",4,2021.0
393,"pheochromocytoma, adrenal, haemoptysis, pcc, myelolipomatous",4,2021.0
394,"monosomy, runx1, ps, sds, pearson",1,2021.0
395,"ap, iap, aetiology, cp, arp",2,2021.0
396,"crc, higd1a, baf57, cbx2, cbx",4,2021.0
397,"stroke, threeterritory, thrombotic, hypercoagulation, trousseau",3,2021.0
398,"schwannoma, schwannomas, intrabdominal, inhomogeneous, schwann",4,2021.0
399,"plk1, cfl1, aurka, ahnak2, imatinib",5,2021.0
400,"rbf, antiangiogenic, mfn2, angiogenesis, endothelial",3,2021.0
401,"mary, sister, joseph, umbilical, smjn",2,2021.0
402,"g4, hnrnpa1, gquadruplex, g9t, g25t",2,2021.0
403,"qol, life, mirpn, quality, pro",8,2021.0
404,"kif4a, kif20b, kinesin, kifs, kifc1",6,2021.0
405,"pys, nafld, 1000, per, noncirrhotic",1,2021.0
406,"albi, palbi, apri, sflr, prealbumin",4,2021.0
409,"agnps, znonps, gluts, irs1, silver",2,2021.0
410,"diabetes, ppdm, dep, pancreatitis, exocrine",6,2021.0
411,"paraaortic, paln, lymph, node, unexpected",2,2021.0
412,"dnens, understaging, dnen, understaged, duodenal",1,2021.0
413,"bariatric, obesity, obesityrelated, people, nafld",2,2021.0
414,"pfoa, pfoainduced, perfluorooctanoic, chymotrypsin, oxidative",1,2021.0
415,"cwi, ea, analgesia, opioid, epidural",2,2021.0
416,"shcc, ictnnb1i, mutated, edmondson, ohccs",4,2021.0
417,"radiomics, reviewer, mcn, cystic, features",7,2021.0
418,"nat10, iniacetylation, nat2, ac4c, supsup6",1,2021.0
419,"papet, nogea, networks, datasets, gene",5,2021.0
420,"vipoma, vasoactive, antisecretory, diarrhea, vip",4,2021.0
421,"radiation, resectable, chemoradiation, chemo, crt",4,2021.0
422,"elderly, g8, geriatric, 7074, nabpaclitaxel",4,2021.0
423,"trail, onc201, trailmu3, mscstrail, abbv621",6,2021.0
424,"interpretation, imaging, computed, dualphase, tomography",1,2021.0
426,"swisnf, arid1a, iarid1ai, subunits, complex",4,2021.0
427,"mirnas, exosomes, exosomederived, exosomal, intercellular",1,2021.0
428,"pancreatoblastoma, pancreatoblastomas, adult, children, pb",4,2021.0
429,"cxc, birc5, cxcl12, cxcl5, chemokines",3,2021.0
431,"tiva, anesthesia, qor40, glucocorticoids, des",3,2021.0
432,"nafld, nonalcoholic, fatty, nafpd, postpd",4,2021.0
433,"collagen, serosal, multiphoton, shg, labelfree",2,2021.0
434,"lymphopenia, ril, alc, spleen, vertebral",5,2021.0
435,"tare, radioembolization, cirse, transarterial, sirspheres",2,2021.0
436,"glucose, cea, cyst, nonmucinous, intracystic",2,2021.0
437,"leiomyosarcoma, eusfnb, shadow, fineneedle, bladder",2,2021.0
438,"vr3a, currents, conotoxin, scal142b, qty",2,2021.0
439,"nrf2, nrf2activated, atdc, halofuginone, 2related",6,2021.0
440,"bas, bile, acids, detergents, 1940s",1,2021.0
442,"liposarcoma, mfs, line, gctb, tgct",6,2021.0
443,"laparoscopy, staging, biopsy, occult, sl",2,2021.0
444,"rtp, vsr, highvsr, nutritional, rtps",2,2021.0
445,"decorin, ecadherin, vimentin, pnets, expression",3,2021.0
446,"tcrs, hla, peptides, kras, tcr",1,2021.0
447,"glp1r, insulinoma, exendin4, sup125supiex4subipmsub, sup18supffbepeg1212exendin4",4,2021.0
448,"fiducial, hydrogel, placement, haar, eusguided",6,2021.0
449,"ms, sarcoma, myeloid, histiocytic, mds",6,2021.0
450,"hdlc, lipoprotein, ipmns, dyslipidemia, ldlr",2,2021.0
451,"er, recurrence, uml, early, preoperative",3,2021.0
452,"maffucci, bda, intrahepatic, iidh1i, cholangiocarcinoma",2,2021.0
453,"mesopancreas, sma, ly, plexus, dissection",4,2021.0
454,"stroke, ais, nmc, ivt, mc",1,2021.0
455,"liposarcoma, retroperitoneal, compartmental, dedifferentiated, wdlps",4,2021.0
456,"metastases, liver, preangiogenic, phases, sinusoidal",1,2021.0
457,"gitma, microangiopathy, ravulizumab, microangiopathic, thrombotic",1,2021.0
459,"nts, eusfna, seeding, wall, needle",3,2021.0
460,"gnri, pmv, 65years, 441mmsup3supmsup3sup, pmv615mmsup3supmsup3sup",1,2021.0
461,"foxo3a, dkk1, glv9, foxm1, wnt",4,2021.0
462,"col12a1, mmp14, hub, pa, paad",2,2021.0
463,"aitc, diabetic, sfe, bibenzyls, polysaccharides",3,2021.0
464,"rflmda, qlearning, mirnas, reinforcement, neoplasms",1,2021.0
465,"mr, mural, ipmns, ipmn, nodule",3,2021.0
466,"parosteal, relapses, osteosarcoma, bone, case",2,2021.0
467,"ne, pni, lymphatic, invasion, severity",1,2021.0
468,"perfusion, bf, bv, ps, density",4,2021.0
469,"repair, ddr, dna, dsb, damage",1,2021.0
470,"sox9, tspan8, epcam, notchsignaling, panc1s",2,2021.0
471,"sfabp5, fatp5, hiomt, fabp5, 5mtp",3,2021.0
473,"immune, irgp, is3, cd19, subtypes",5,2021.0
474,"statins, statin, isoprenoid, ikrasisupmutsup, geranylgeranylation",4,2021.0
476,"plc, jsh, edition, china, manual",3,2021.0
477,"tobacco, amea, sltproducts, smoking, smokeless",2,2021.0
478,"sup211supataunpsmpeg, sup211supat, c6, gold, intratumorally",1,2021.0
479,"hypoxia, immuneassociated, pac, hypoxiarelated, signature",2,2021.0
480,"paraganglioma, ppgl, paragangliomas, peripancreatic, lymph",3,2021.0
481,"esge, esophageal, recommendation, esophagus, recommends",3,2021.0
483,"lpmod, lhh, twohanded, laparoscopic, pengs",1,2021.0
484,"spacer, protection, radiation, placement, staff",2,2021.0
485,"klf1, gc, krppellike, wntcatenin, n415",1,2021.0
486,"eno1, enoph1, seno1, seno1supsup, glioma",2,2021.0
487,"gallbladder, gbnec, neuroendocrine, gbadc, helpful",2,2021.0
488,"duodenectomy, duodenal, pancreaspreserving, lphpd, polyposis",3,2021.0
489,"bas, cca, bile, pbm, ehbc",3,2021.0
491,"ampulla, vater, scc, selfexpending, she",1,2021.0
492,"fgfr2, fgfr, fibroblast, fusions, cholangiocarcinoma",5,2021.0
493,"guideline, china, guidelines, version, evidencebased",3,2021.0
494,"aip, ecp, fnb, fna, eus",4,2021.0
495,"desmoid, fibromatosis, dtf, desmoidtype, rare",3,2021.0
496,"gna14, cmtm6, b7, hcc, ligands",2,2021.0
498,"sialic, siglec9, siglec7, hypersialylation, sialylation",2,2021.0
499,"plexinb3, ntsr1, sublines, plexins, nts",2,2021.0
501,"dhec, esophagectomy, herniation, diaphragmatic, extubation",1,2021.0
502,"ag, gbrca12pv, quadruplets, intensity, triplets",1,2021.0
504,"nat, imaging, neoadjuvant, response, biomechanics",3,2021.0
505,"gsd, cholecystectomy, cholelithiasis, gallstone, gallstones",3,2021.0
506,"ild, gnpinduced, interstitial, gnp, abo",1,2021.0
508,"lymphangioma, cystic, lymphangiomas, lymphoepithelial, lecs",4,2021.0
510,"ddimer, mgps, fibrinogen, ip, glasgow",3,2021.0
511,"ipcs, pdgf, stem, nidogen1, vegf",4,2021.0
513,"mdscs, muc1ko, myeloid, wt, myeloidderived",3,2021.0
514,"toripalimab, durvalumab, pd1, nasopharyngeal, melanoma",1,2021.0
515,"glucagonoma, necrolytic, erythema, migratory, skin",2,2021.0
516,"candidiasis, actinomycosis, fineneedle, fluconazole, mass",3,2021.0
518,"accessory, ipas, spleen, sup18sup, intrapancreatic",3,2021.0
519,"grpel2, acsl4, hcc, srebp1, lipogenesis",2,2021.0
520,"gnp, dosing, elderly, older, nabpaclitaxel",5,2021.0
521,"corona, levitation, graphene, maglev, neb",3,2021.0
522,"pjs, peutzjeghers, syndrome, polyps, hamartomatous",5,2021.0
524,"splenic, vessel, tail, invasion, involvement",2,2021.0
525,"cf, cftr, f508del, carriers, fibrosis",2,2021.0
527,"sarcopenia, reductive, nonsarcopenia, hepatectomy, interval100256",1,2021.0
528,"insm1, gipnen, cd200, syn, lef1",3,2021.0
529,"trim11, trim15, trim29, trim50, tripartite",5,2021.0
532,"mir1290, mir1246, mir10b, mir13073p, mir21",5,2021.0
533,"pla1a, atx, lysops, lpa, ascites",2,2021.0
535,"al1390021, gc, lncrna, angpt2, cerna",2,2021.0
536,"tatme, mesorectal, transanal, subdvsubsp, rectal",1,2021.0
537,"pir017061, efna5, piwi, piwil1, pirnas",1,2021.0
538,"srl, sirolimus, tsc1, tsc12, lt",1,2021.0
539,"estrogen, gper, er, iesr2i, ipgri",4,2021.0
541,"sup125supi, implantation, seed, radioactive, semsclsup125supi",4,2021.0
542,"mb147, uncoupler, mitochondrial, pda, murine",1,2021.0
544,"gves, machine, sample, prognosticators, learning",1,2021.0
545,"emc6, apaf1, atf6, xbp1, chop",1,2021.0
546,"orh, lrh, contralateral, open, cent",2,2021.0
547,"cd73, shrink, adenosine, shrank, abstract",1,2021.0
549,"dmba, nectar, peach, chow, fat",2,2021.0
551,"tp53, kras, vandetanib, mutation, krastp53",1,2021.0
552,"macrophages, macrophage, plasmainactivated, plasmatreated, macrophagetargeting",2,2021.0
553,"ly3200882, abemaciclib, ly3300054, merestinib, monotherapy",2,2021.0
554,"phifu, histotripsy, ablation, acoustic, bh",2,2021.0
555,"ferroptosis, ferroptosish, fpm, ferroptosisrelated, ferroptosisl",1,2021.0
556,"phlda1, mir500, mir194, iri, fibrosis",2,2021.0
557,"spatial, myeloid, leukocyte, immune, m2polarized",2,2021.0
558,"asigs, cml, aging, agingsenescenceinduced, asig",1,2021.0
560,"t2d, progenitorspecific, developmental, icrb2i, ilama1i",1,2021.0
561,"cystoid, macular, edema, dorzolamide, taxanerelated",4,2021.0
563,"mast, mcs, tryptase, chymase, pdat",4,2021.0
564,"paschsupsup, catalase, relb, ascorbate, pdacs",1,2021.0
566,"dlir, image, sect, vmis, reader",2,2021.0
567,"pmsub25sub, particulate, pollutants, air, nosubxsub",1,2021.0
568,"lymphadenectomy, triangle, althoughminimally, doesnot, extended",1,2021.0
569,"sparsesignatures, mutagenic, signatures, nonbackground, userspecified",1,2021.0
570,"iort, arm, ccrt, sbrt, lapc",2,2021.0
571,"pi3k, mek4, as252424, a66, inhibitors",2,2021.0
572,"phlf, icgpdr, icg, retention, indocyanine",2,2021.0
573,"actr3, fascin1, actinin, wave2, actin",5,2021.0
574,"ptpro, ptps, tyrosine, phosphatases, taok3",1,2021.0
575,"gata6, gata4, inflammationdriven, ihc, igata6i",2,2021.0
576,"ddx3x, ddx5, deadbox, helicase, ddx6",3,2021.0
-1,"expression, of, cells, in, the",3330,2022.0
0,"robotic, rpd, opd, open, lpd",77,2022.0
1,"compounds, extract, anticancer, against, plant",101,2022.0
2,"microbiome, microbiota, gut, bacteria, oral",93,2022.0
3,"neoadjuvant, resectable, nat, adjuvant, upfront",90,2022.0
4,"segmentation, deep, learning, images, ai",72,2022.0
5,"delivery, drug, nanoparticles, release, gem",58,2022.0
6,"lncrnas, lncrna, noncoding, long, pc",61,2022.0
7,"nabpaclitaxel, folfirinox, gemcitabine, plus, firstline",61,2022.0
8,"neuroendocrine, gastroenteropancreatic, g3, nens, gepnens",84,2022.0
9,"neuroendocrine, pnets, nonfunctional, lnm, nfpnets",74,2022.0
10,"popf, fistula, crpopf, postoperative, drain",56,2022.0
11,"biomarkers, serum, proteomics, proteins, biomarker",42,2022.0
12,"needle, eusfna, eusfnb, needles, fnb",54,2022.0
13,"cafs, caf, fibroblasts, cancerassociated, stroma",52,2022.0
14,"epigenetic, histone, chromatin, hdac, ezh2",55,2022.0
15,"gemcitabine, gem, resistance, chemoresistance, combination",46,2022.0
16,"burden, incidence, china, agestandardized, 1990",30,2022.0
17,"ctdna, cfdna, dna, circulating, plasma",40,2022.0
18,"compounds, derivatives, compound, synthesized, against",48,2022.0
19,"radiomics, features, radscore, radiomic, model",47,2022.0
20,"mirnas, mir30e5p, micrornas, pc, migration",38,2022.0
21,"methylation, dna, methylated, cpg, genes",30,2022.0
22,"ca199, 199, ca, cea, carbohydrate",30,2022.0
23,"disparities, black, nonhispanic, socioeconomic, race",29,2022.0
